DBMS_Base,DBMS_Tested,SQL_Query,SQL_File_Name,Result,ERROR_Type,ERROR_Message
postgresql,postgresql,"SELECT 	pg_advisory_lock(1), pg_advisory_lock(1), 	pg_advisory_lock_shared(2), pg_advisory_lock_shared(2), 	pg_advisory_lock(1, 1), pg_advisory_lock(1, 1), 	pg_advisory_lock_shared(2, 2), pg_advisory_lock_shared(2, 2)",advisory_lock.sql,SAME,,"[('', '', '', '', '', '', '', '')]"
postgresql,postgresql,SELECT pg_advisory_unlock_all(),advisory_lock.sql,SAME,,"[('',)]"
postgresql,postgresql,SET extra_float_digits = 0,aggregates.sql,SAME,,[]
postgresql,postgresql,ANALYZE aggtest,aggregates.sql,SAME,,[]
postgresql,postgresql,SELECT avg(a) AS avg_32 FROM aggtest WHERE a < 100,aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,"SELECT any_value(v) FROM (VALUES (1), (2), (3)) AS v (v)",aggregates.sql,SAME,,"[(1,)]"
postgresql,postgresql,SELECT any_value(v) FROM (VALUES (NULL)) AS v (v),aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,"SELECT any_value(v) FROM (VALUES (NULL), (1), (2)) AS v (v)",aggregates.sql,SAME,,"[(1,)]"
postgresql,postgresql,"SELECT any_value(v) FROM (VALUES (array['hello', 'world'])) AS v (v)",aggregates.sql,SAME,,"[(['hello', 'world'],)]"
postgresql,postgresql,"SELECT avg(b)::numeric(10,3) AS avg_107_943 FROM aggtest",aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,SELECT sum(a) AS sum_198 FROM aggtest,aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,SELECT sum(b) AS avg_431_773 FROM aggtest,aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,SELECT max(a) AS max_100 FROM aggtest,aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,SELECT max(aggtest.b) AS max_324_78 FROM aggtest,aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,SELECT stddev_pop(b) FROM aggtest,aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,SELECT stddev_samp(b) FROM aggtest,aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,SELECT var_pop(b) FROM aggtest,aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,SELECT var_samp(b) FROM aggtest,aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,SELECT stddev_pop(b::numeric) FROM aggtest,aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,SELECT stddev_samp(b::numeric) FROM aggtest,aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,SELECT var_pop(b::numeric) FROM aggtest,aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,SELECT var_samp(b::numeric) FROM aggtest,aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,"SELECT var_pop(1.0::float8), var_samp(2.0::float8)",aggregates.sql,SAME,,"[(0.0, None)]"
postgresql,postgresql,"SELECT stddev_pop(3.0::float8), stddev_samp(4.0::float8)",aggregates.sql,SAME,,"[(0.0, None)]"
postgresql,postgresql,"SELECT var_pop('inf'::float8), var_samp('inf'::float8)",aggregates.sql,SAME,,"[(nan, None)]"
postgresql,postgresql,"SELECT stddev_pop('inf'::float8), stddev_samp('inf'::float8)",aggregates.sql,SAME,,"[(nan, None)]"
postgresql,postgresql,"SELECT var_pop('nan'::float8), var_samp('nan'::float8)",aggregates.sql,SAME,,"[(nan, None)]"
postgresql,postgresql,"SELECT stddev_pop('nan'::float8), stddev_samp('nan'::float8)",aggregates.sql,SAME,,"[(nan, None)]"
postgresql,postgresql,"SELECT var_pop(1.0::float4), var_samp(2.0::float4)",aggregates.sql,SAME,,"[(0.0, None)]"
postgresql,postgresql,"SELECT stddev_pop(3.0::float4), stddev_samp(4.0::float4)",aggregates.sql,SAME,,"[(0.0, None)]"
postgresql,postgresql,"SELECT var_pop('inf'::float4), var_samp('inf'::float4)",aggregates.sql,SAME,,"[(nan, None)]"
postgresql,postgresql,"SELECT stddev_pop('inf'::float4), stddev_samp('inf'::float4)",aggregates.sql,SAME,,"[(nan, None)]"
postgresql,postgresql,"SELECT var_pop('nan'::float4), var_samp('nan'::float4)",aggregates.sql,SAME,,"[(nan, None)]"
postgresql,postgresql,"SELECT stddev_pop('nan'::float4), stddev_samp('nan'::float4)",aggregates.sql,SAME,,"[(nan, None)]"
postgresql,postgresql,"SELECT var_pop(1.0::numeric), var_samp(2.0::numeric)",aggregates.sql,SAME,,"[(Decimal('0'), None)]"
postgresql,postgresql,"SELECT stddev_pop(3.0::numeric), stddev_samp(4.0::numeric)",aggregates.sql,SAME,,"[(Decimal('0'), None)]"
postgresql,postgresql,"SELECT var_pop('inf'::numeric), var_samp('inf'::numeric)",aggregates.sql,SAME,,"[(Decimal('NaN'), None)]"
postgresql,postgresql,"SELECT stddev_pop('inf'::numeric), stddev_samp('inf'::numeric)",aggregates.sql,SAME,,"[(Decimal('NaN'), None)]"
postgresql,postgresql,"SELECT var_pop('nan'::numeric), var_samp('nan'::numeric)",aggregates.sql,SAME,,"[(Decimal('NaN'), None)]"
postgresql,postgresql,"SELECT stddev_pop('nan'::numeric), stddev_samp('nan'::numeric)",aggregates.sql,SAME,,"[(Decimal('NaN'), None)]"
postgresql,postgresql,"select sum(null::int4) from generate_series(1,3)",aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,"select sum(null::int8) from generate_series(1,3)",aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,"select sum(null::numeric) from generate_series(1,3)",aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,"select sum(null::float8) from generate_series(1,3)",aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,"select avg(null::int4) from generate_series(1,3)",aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,"select avg(null::int8) from generate_series(1,3)",aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,"select avg(null::numeric) from generate_series(1,3)",aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,"select avg(null::float8) from generate_series(1,3)",aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,"select sum('NaN'::numeric) from generate_series(1,3)",aggregates.sql,SAME,,"[(Decimal('NaN'),)]"
postgresql,postgresql,"select avg('NaN'::numeric) from generate_series(1,3)",aggregates.sql,SAME,,"[(Decimal('NaN'),)]"
postgresql,postgresql,"SELECT sum(x::float8), avg(x::float8), var_pop(x::float8) FROM (VALUES ('1'), ('infinity')) v(x)",aggregates.sql,SAME,,"[(inf, inf, nan)]"
postgresql,postgresql,"SELECT sum(x::float8), avg(x::float8), var_pop(x::float8) FROM (VALUES ('infinity'), ('1')) v(x)",aggregates.sql,SAME,,"[(inf, inf, nan)]"
postgresql,postgresql,"SELECT sum(x::float8), avg(x::float8), var_pop(x::float8) FROM (VALUES ('infinity'), ('infinity')) v(x)",aggregates.sql,SAME,,"[(inf, inf, nan)]"
postgresql,postgresql,"SELECT sum(x::float8), avg(x::float8), var_pop(x::float8) FROM (VALUES ('-infinity'), ('infinity')) v(x)",aggregates.sql,SAME,,"[(nan, nan, nan)]"
postgresql,postgresql,"SELECT sum(x::float8), avg(x::float8), var_pop(x::float8) FROM (VALUES ('-infinity'), ('-infinity')) v(x)",aggregates.sql,SAME,,"[(-inf, -inf, nan)]"
postgresql,postgresql,"SELECT sum(x::numeric), avg(x::numeric), var_pop(x::numeric) FROM (VALUES ('1'), ('infinity')) v(x)",aggregates.sql,SAME,,"[(Decimal('Infinity'), Decimal('Infinity'), Decimal('NaN'))]"
postgresql,postgresql,"SELECT sum(x::numeric), avg(x::numeric), var_pop(x::numeric) FROM (VALUES ('infinity'), ('1')) v(x)",aggregates.sql,SAME,,"[(Decimal('Infinity'), Decimal('Infinity'), Decimal('NaN'))]"
postgresql,postgresql,"SELECT sum(x::numeric), avg(x::numeric), var_pop(x::numeric) FROM (VALUES ('infinity'), ('infinity')) v(x)",aggregates.sql,SAME,,"[(Decimal('Infinity'), Decimal('Infinity'), Decimal('NaN'))]"
postgresql,postgresql,"SELECT sum(x::numeric), avg(x::numeric), var_pop(x::numeric) FROM (VALUES ('-infinity'), ('infinity')) v(x)",aggregates.sql,SAME,,"[(Decimal('NaN'), Decimal('NaN'), Decimal('NaN'))]"
postgresql,postgresql,"SELECT sum(x::numeric), avg(x::numeric), var_pop(x::numeric) FROM (VALUES ('-infinity'), ('-infinity')) v(x)",aggregates.sql,SAME,,"[(Decimal('-Infinity'), Decimal('-Infinity'), Decimal('NaN'))]"
postgresql,postgresql,"SELECT avg(x::float8), var_pop(x::float8) FROM (VALUES (100000003), (100000004), (100000006), (100000007)) v(x)",aggregates.sql,SAME,,"[(100000005.0, 2.5)]"
postgresql,postgresql,"SELECT avg(x::float8), var_pop(x::float8) FROM (VALUES (7000000000005), (7000000000007)) v(x)",aggregates.sql,SAME,,"[(7000000000006.0, 1.0)]"
postgresql,postgresql,"SELECT regr_count(b, a) FROM aggtest",aggregates.sql,SAME,,"[(0,)]"
postgresql,postgresql,"SELECT regr_sxx(b, a) FROM aggtest",aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,"SELECT regr_syy(b, a) FROM aggtest",aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,"SELECT regr_sxy(b, a) FROM aggtest",aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,"SELECT regr_avgx(b, a), regr_avgy(b, a) FROM aggtest",aggregates.sql,SAME,,"[(None, None)]"
postgresql,postgresql,"SELECT regr_r2(b, a) FROM aggtest",aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,"SELECT regr_slope(b, a), regr_intercept(b, a) FROM aggtest",aggregates.sql,SAME,,"[(None, None)]"
postgresql,postgresql,"SELECT covar_pop(b, a), covar_samp(b, a) FROM aggtest",aggregates.sql,SAME,,"[(None, None)]"
postgresql,postgresql,"SELECT corr(b, a) FROM aggtest",aggregates.sql,SAME,,"[(None,)]"
postgresql,postgresql,"SELECT covar_pop(1::float8,2::float8), covar_samp(3::float8,4::float8)",aggregates.sql,SAME,,"[(0.0, None)]"
postgresql,postgresql,"SELECT covar_pop(1::float8,'inf'::float8), covar_samp(3::float8,'inf'::float8)",aggregates.sql,SAME,,"[(nan, None)]"
postgresql,postgresql,"SELECT covar_pop(1::float8,'nan'::float8), covar_samp(3::float8,'nan'::float8)",aggregates.sql,SAME,,"[(nan, None)]"
postgresql,postgresql,"SELECT count(*), sum(x), regr_sxx(y,x), sum(y),regr_syy(y,x), regr_sxy(y,x) FROM regr_test WHERE x IN (10,20,30,80)",aggregates.sql,SAME,,"[(4, 140.0, 2900.0, 1290.0, 83075.0, 15050.0)]"
postgresql,postgresql,"SELECT count(*), sum(x), regr_sxx(y,x), sum(y),regr_syy(y,x), regr_sxy(y,x) FROM regr_test",aggregates.sql,SAME,,"[(5, 240.0, 6280.0, 1490.0, 95080.0, 8680.0)]"
postgresql,postgresql,"SELECT float8_accum('{4,140,2900}'::float8[], 100)",aggregates.sql,SAME,,"[([5.0, 240.0, 6280.0],)]"
postgresql,postgresql,"SELECT float8_regr_accum('{4,140,2900,1290,83075,15050}'::float8[], 200, 100)",aggregates.sql,SAME,,"[([5.0, 240.0, 6280.0, 1490.0, 95080.0, 8680.0],)]"
postgresql,postgresql,"SELECT count(*), sum(x), regr_sxx(y,x), sum(y),regr_syy(y,x), regr_sxy(y,x) FROM regr_test WHERE x IN (10,20,30)",aggregates.sql,SAME,,"[(3, 60.0, 200.0, 750.0, 20000.0, 2000.0)]"
postgresql,postgresql,"SELECT count(*), sum(x), regr_sxx(y,x), sum(y),regr_syy(y,x), regr_sxy(y,x) FROM regr_test WHERE x IN (80,100)",aggregates.sql,SAME,,"[(2, 180.0, 200.0, 740.0, 57800.0, -3400.0)]"
postgresql,postgresql,"SELECT float8_combine('{3,60,200}'::float8[], '{0,0,0}'::float8[])",aggregates.sql,SAME,,"[([3.0, 60.0, 200.0],)]"
postgresql,postgresql,"SELECT float8_combine('{0,0,0}'::float8[], '{2,180,200}'::float8[])",aggregates.sql,SAME,,"[([2.0, 180.0, 200.0],)]"
postgresql,postgresql,"SELECT float8_combine('{3,60,200}'::float8[], '{2,180,200}'::float8[])",aggregates.sql,SAME,,"[([5.0, 240.0, 6280.0],)]"
postgresql,postgresql,"SELECT float8_regr_combine('{3,60,200,750,20000,2000}'::float8[],                            '{0,0,0,0,0,0}'::float8[])",aggregates.sql,SAME,,"[([3.0, 60.0, 200.0, 750.0, 20000.0, 2000.0],)]"
postgresql,postgresql,"SELECT float8_regr_combine('{0,0,0,0,0,0}'::float8[],                            '{2,180,200,740,57800,-3400}'::float8[])",aggregates.sql,SAME,,"[([2.0, 180.0, 200.0, 740.0, 57800.0, -3400.0],)]"
postgresql,postgresql,"SELECT float8_regr_combine('{3,60,200,750,20000,2000}'::float8[],                            '{2,180,200,740,57800,-3400}'::float8[])",aggregates.sql,SAME,,"[([5.0, 240.0, 6280.0, 1490.0, 95080.0, 8680.0],)]"
postgresql,postgresql,"explain (verbose, costs off) select s1, s2, sm from generate_series(1, 3) s1,      lateral (select s2, sum(s1 + s2) sm               from generate_series(1, 3) s2 group by s2) ss order by 1, 2",aggregates.sql,SAME,,"[('Sort',), ('  Output: s1.s1, s2.s2, (sum((s1.s1 + s2.s2)))',), ('  Sort Key: s1.s1, s2.s2',), ('  ->  Nested Loop',), ('        Output: s1.s1, s2.s2, (sum((s1.s1 + s2.s2)))',), ('        ->  Function Scan on pg_catalog.generate_series s1',), ('              Output: s1.s1',), ('              Function Call: generate_series(1, 3)',), ('        ->  HashAggregate',), ('              Output: s2.s2, sum((s1.s1 + s2.s2))',), ('              Group Key: s2.s2',), ('              ->  Function Scan on pg_catalog.generate_series s2',), ('                    Output: s2.s2',), ('                    Function Call: generate_series(1, 3)',)]"
postgresql,postgresql,"select s1, s2, sm from generate_series(1, 3) s1,      lateral (select s2, sum(s1 + s2) sm               from generate_series(1, 3) s2 group by s2) ss order by 1, 2",aggregates.sql,SAME,,"[(1, 1, 2), (1, 2, 3), (1, 3, 4), (2, 1, 3), (2, 2, 4), (2, 3, 5), (3, 1, 4), (3, 2, 5), (3, 3, 6)]"
postgresql,postgresql,"explain (verbose, costs off) select array(select sum(x+y) s             from generate_series(1,3) y group by y order by s)   from generate_series(1,3) x",aggregates.sql,SAME,,"[('Function Scan on pg_catalog.generate_series x',), ('  Output: (SubPlan 1)',), ('  Function Call: generate_series(1, 3)',), ('  SubPlan 1',), ('    ->  Sort',), ('          Output: (sum((x.x + y.y))), y.y',), ('          Sort Key: (sum((x.x + y.y)))',), ('          ->  HashAggregate',), ('                Output: sum((x.x + y.y)), y.y',), ('                Group Key: y.y',), ('                ->  Function Scan on pg_catalog.generate_series y',), ('                      Output: y.y',), ('                      Function Call: generate_series(1, 3)',)]"
postgresql,postgresql,"select array(select sum(x+y) s             from generate_series(1,3) y group by y order by s)   from generate_series(1,3) x",aggregates.sql,SAME,,"[([2, 3, 4],), ([3, 4, 5],), ([4, 5, 6],)]"
postgresql,postgresql,"CREATE TEMPORARY TABLE bitwise_test(   i2 INT2,   i4 INT4,   i8 INT8,   i INTEGER,   x INT2,   y BIT(4) )",aggregates.sql,SAME,,[]
postgresql,postgresql,"SELECT   BIT_AND(i2) AS ""?"",   BIT_OR(i4)  AS ""?"",   BIT_XOR(i8) AS ""?"" FROM bitwise_test",aggregates.sql,SAME,,"[(None, None, None)]"
postgresql,postgresql,"SELECT   booland_statefunc(NULL, NULL)  IS NULL AS ""t"",   booland_statefunc(TRUE, NULL)  IS NULL AS ""t"",   booland_statefunc(FALSE, NULL) IS NULL AS ""t"",   booland_statefunc(NULL, TRUE)  IS NULL AS ""t"",   booland_statefunc(NULL, FALSE) IS NULL AS ""t"",   booland_statefunc(TRUE, TRUE) AS ""t"",   NOT booland_statefunc(TRUE, FALSE) AS ""t"",   NOT booland_statefunc(FALSE, TRUE) AS ""t"",   NOT booland_statefunc(FALSE, FALSE) AS ""t""",aggregates.sql,SAME,,"[(True, True, True, True, True, True, True, True, True)]"
postgresql,postgresql,"SELECT   boolor_statefunc(NULL, NULL)  IS NULL AS ""t"",   boolor_statefunc(TRUE, NULL)  IS NULL AS ""t"",   boolor_statefunc(FALSE, NULL) IS NULL AS ""t"",   boolor_statefunc(NULL, TRUE)  IS NULL AS ""t"",   boolor_statefunc(NULL, FALSE) IS NULL AS ""t"",   boolor_statefunc(TRUE, TRUE) AS ""t"",   boolor_statefunc(TRUE, FALSE) AS ""t"",   boolor_statefunc(FALSE, TRUE) AS ""t"",   NOT boolor_statefunc(FALSE, FALSE) AS ""t""",aggregates.sql,SAME,,"[(True, True, True, True, True, True, True, True, True)]"
postgresql,postgresql,"CREATE TEMPORARY TABLE bool_test(   b1 BOOL,   b2 BOOL,   b3 BOOL,   b4 BOOL)",aggregates.sql,SAME,,[]
postgresql,postgresql,"SELECT   BOOL_AND(b1)   AS ""n"",   BOOL_OR(b3)    AS ""n"" FROM bool_test",aggregates.sql,SAME,,"[(None, None)]"
postgresql,postgresql,"SELECT   EVERY(b1)     AS ""f"",   EVERY(b2)     AS ""t"",   EVERY(b3)     AS ""f"",   EVERY(b4)     AS ""n"",   EVERY(NOT b2) AS ""f"",   EVERY(NOT b3) AS ""t"" FROM bool_test",aggregates.sql,SAME,,"[(None, None, None, None, None, None)]"
postgresql,postgresql,"SELECT   BOOL_OR(b1)      AS ""t"",   BOOL_OR(b2)      AS ""t"",   BOOL_OR(b3)      AS ""f"",   BOOL_OR(b4)      AS ""n"",   BOOL_OR(NOT b2)  AS ""f"",   BOOL_OR(NOT b3)  AS ""t"" FROM bool_test",aggregates.sql,SAME,,"[(None, None, None, None, None, None)]"
postgresql,postgresql,begin,aggregates.sql,SAME,,[]
postgresql,postgresql,set local max_parallel_workers_per_gather = 0,aggregates.sql,SAME,,[]
postgresql,postgresql,rollback,aggregates.sql,SAME,,[]
postgresql,postgresql,create index minmaxtesti on minmaxtest(f1),aggregates.sql,SAME,,[]
postgresql,postgresql,create index minmaxtest1i on minmaxtest1(f1),aggregates.sql,SAME,,[]
postgresql,postgresql,create index minmaxtest2i on minmaxtest2(f1 desc),aggregates.sql,SAME,,[]
postgresql,postgresql,create index minmaxtest3i on minmaxtest3(f1) where f1 is not null,aggregates.sql,SAME,,[]
postgresql,postgresql,"explain (costs off)   select min(f1), max(f1) from minmaxtest",aggregates.sql,SAME,,"[('Result',), ('  InitPlan 1 (returns $0)',), ('    ->  Limit',), ('          ->  Merge Append',), ('                Sort Key: minmaxtest.f1',), ('                ->  Index Only Scan using minmaxtesti on minmaxtest minmaxtest_1',), ('                      Index Cond: (f1 IS NOT NULL)',), ('                ->  Index Only Scan using minmaxtest1i on minmaxtest1 minmaxtest_2',), ('                      Index Cond: (f1 IS NOT NULL)',), ('                ->  Index Only Scan Backward using minmaxtest2i on minmaxtest2 minmaxtest_3',), ('                      Index Cond: (f1 IS NOT NULL)',), ('                ->  Index Only Scan using minmaxtest3i on minmaxtest3 minmaxtest_4',), ('  InitPlan 2 (returns $1)',), ('    ->  Limit',), ('          ->  Merge Append',), ('                Sort Key: minmaxtest_5.f1 DESC',), ('                ->  Index Only Scan Backward using minmaxtesti on minmaxtest minmaxtest_6',), ('                      Index Cond: (f1 IS NOT NULL)',), ('                ->  Index Only Scan Backward using minmaxtest1i on minmaxtest1 minmaxtest_7',), ('                      Index Cond: (f1 IS NOT NULL)',), ('                ->  Index Only Scan using minmaxtest2i on minmaxtest2 minmaxtest_8',), ('                      Index Cond: (f1 IS NOT NULL)',), ('                ->  Index Only Scan Backward using minmaxtest3i on minmaxtest3 minmaxtest_9',)]"
postgresql,postgresql,"select min(f1), max(f1) from minmaxtest",aggregates.sql,SAME,,"[(11, 18)]"
postgresql,postgresql,"explain (costs off)   select distinct min(f1), max(f1) from minmaxtest",aggregates.sql,SAME,,"[('Unique',), ('  InitPlan 1 (returns $0)',), ('    ->  Limit',), ('          ->  Merge Append',), ('                Sort Key: minmaxtest.f1',), ('                ->  Index Only Scan using minmaxtesti on minmaxtest minmaxtest_1',), ('                      Index Cond: (f1 IS NOT NULL)',), ('                ->  Index Only Scan using minmaxtest1i on minmaxtest1 minmaxtest_2',), ('                      Index Cond: (f1 IS NOT NULL)',), ('                ->  Index Only Scan Backward using minmaxtest2i on minmaxtest2 minmaxtest_3',), ('                      Index Cond: (f1 IS NOT NULL)',), ('                ->  Index Only Scan using minmaxtest3i on minmaxtest3 minmaxtest_4',), ('  InitPlan 2 (returns $1)',), ('    ->  Limit',), ('          ->  Merge Append',), ('                Sort Key: minmaxtest_5.f1 DESC',), ('                ->  Index Only Scan Backward using minmaxtesti on minmaxtest minmaxtest_6',), ('                      Index Cond: (f1 IS NOT NULL)',), ('                ->  Index Only Scan Backward using minmaxtest1i on minmaxtest1 minmaxtest_7',), ('                      Index Cond: (f1 IS NOT NULL)',), ('                ->  Index Only Scan using minmaxtest2i on minmaxtest2 minmaxtest_8',), ('                      Index Cond: (f1 IS NOT NULL)',), ('                ->  Index Only Scan Backward using minmaxtest3i on minmaxtest3 minmaxtest_9',), ('  ->  Sort',), ('        Sort Key: ($0), ($1)',), ('        ->  Result',)]"
postgresql,postgresql,"select distinct min(f1), max(f1) from minmaxtest",aggregates.sql,SAME,,"[(11, 18)]"
postgresql,postgresql,"create temp table t1 (a int, b int, c int, d int, primary key (a, b))",aggregates.sql,SAME,,[]
postgresql,postgresql,"create temp table t2 (x int, y int, z int, primary key (x, y))",aggregates.sql,SAME,,[]
postgresql,postgresql,"create temp table t3 (a int, b int, c int, primary key(a, b) deferrable)",aggregates.sql,SAME,,[]
postgresql,postgresql,"explain (costs off) select * from t1 group by a,b,c,d",aggregates.sql,SAME,,"[('HashAggregate',), ('  Group Key: a, b',), ('  ->  Seq Scan on t1',)]"
postgresql,postgresql,"explain (costs off) select a,c from t1 group by a,c,d",aggregates.sql,SAME,,"[('HashAggregate',), ('  Group Key: a, c, d',), ('  ->  Seq Scan on t1',)]"
postgresql,postgresql,"explain (costs off) select * from t1 inner join t2 on t1.a = t2.x and t1.b = t2.y group by t1.a,t1.b,t1.c,t1.d,t2.x,t2.y,t2.z",aggregates.sql,SAME,,"[('HashAggregate',), ('  Group Key: t1.a, t1.b',), ('  ->  Hash Join',), ('        Hash Cond: ((t2.x = t1.a) AND (t2.y = t1.b))',), ('        ->  Seq Scan on t2',), ('        ->  Hash',), ('              ->  Seq Scan on t1',)]"
postgresql,postgresql,"explain (costs off) select t1.*,t2.x,t2.z from t1 inner join t2 on t1.a = t2.x and t1.b = t2.y group by t1.a,t1.b,t1.c,t1.d,t2.x,t2.z",aggregates.sql,SAME,,"[('HashAggregate',), ('  Group Key: t1.a, t1.b, t2.z',), ('  ->  Hash Join',), ('        Hash Cond: ((t2.x = t1.a) AND (t2.y = t1.b))',), ('        ->  Seq Scan on t2',), ('        ->  Hash',), ('              ->  Seq Scan on t1',)]"
postgresql,postgresql,"explain (costs off) select * from t3 group by a,b,c",aggregates.sql,SAME,,"[('HashAggregate',), ('  Group Key: a, b, c',), ('  ->  Seq Scan on t3',)]"
postgresql,postgresql,create temp table t1c () inherits (t1),aggregates.sql,SAME,,[]
postgresql,postgresql,"explain (costs off) select * from t1 group by a,b,c,d",aggregates.sql,SAME,,"[('HashAggregate',), ('  Group Key: t1.a, t1.b, t1.c, t1.d',), ('  ->  Append',), ('        ->  Seq Scan on t1 t1_1',), ('        ->  Seq Scan on t1c t1_2',)]"
postgresql,postgresql,"explain (costs off) select * from only t1 group by a,b,c,d",aggregates.sql,SAME,,"[('HashAggregate',), ('  Group Key: a, b',), ('  ->  Seq Scan on t1',)]"
postgresql,postgresql,"create temp table p_t1 (   a int,   b int,   c int,   d int,   primary key(a,b) ) partition by list(a)",aggregates.sql,SAME,,[]
postgresql,postgresql,create temp table p_t1_1 partition of p_t1 for values in(1),aggregates.sql,SAME,,[]
postgresql,postgresql,create temp table p_t1_2 partition of p_t1 for values in(2),aggregates.sql,SAME,,[]
postgresql,postgresql,"explain (costs off) select * from p_t1 group by a,b,c,d",aggregates.sql,SAME,,"[('HashAggregate',), ('  Group Key: p_t1.a, p_t1.b',), ('  ->  Append',), ('        ->  Seq Scan on p_t1_1',), ('        ->  Seq Scan on p_t1_2',)]"
postgresql,postgresql,"create temp table t1(f1 int, f2 int)",aggregates.sql,SAME,,[]
postgresql,postgresql,"create temp table t2(f1 bigint, f2 oid)",aggregates.sql,SAME,,[]
